ROUTE,ORIGIN_AIRPORT,ORIGIN_AIRPORT_NAME,DESTINATION_AIRPORT,DESTINATION_AIRPORT_NAME,ORIGIN_LATITUDE,ORIGIN_LONGITUDE,DESTINATION_LATITUDE,DESTINATION_LONGITUDE,flights,delayed_flights,avg_arrival_delay,delayed_15_rate,delayed_15_pct,adjusted_delay_rate,adjusted_delay_pct,flights_normalized,avg_arrival_delay_positive,avg_delay_normalized,delay_impact_score,cluster,pca_1,pca_2
LAX-BWI,LAX,Los Angeles International Airport,BWI,Baltimore-Washington International Airport,33.94254,-118.40807,39.1754,-76.6682,1252,236,10.315495207667732,0.1884984025559105,18.85,0.1883218099103758,18.83,8.484684196259149,10.315495207667732,2.707479057130638,13.83,0,-0.35731083420699866,-0.35463225108248564
MDW-CLT,MDW,Chicago Midway International Airport,CLT,Charlotte Douglas International Airport,41.78598,-87.75242,35.21401,-80.94313,676,139,12.319526627218934,0.2056213017751479,20.56,0.2031070708747785,20.31,4.581187313635131,12.319526627218934,3.233471555700508,13.82,0,-0.04373779372975377,-1.1327342064855357
DFW-COS,DFW,Dallas/Fort Worth International Airport,COS,City of Colorado Springs Municipal Airport,32.89595,-97.0372,38.80581,-104.70025,1139,217,12.043898156277436,0.1905179982440737,19.05,0.1901622978198774,19.02,7.71889400921659,12.043898156277436,3.1611281250072008,13.82,0,-0.165997776415843,-0.6161475152284852
JLN-DFW,JLN,Joplin Regional Airport,DFW,Dallas/Fort Worth International Airport,37.15181,-94.49827,32.89595,-97.0372,687,140,14.39155749636099,0.2037845705967976,20.38,0.2015388653098197,20.15,4.655733261046354,14.39155749636099,3.7773116788349057,13.82,0,0.1642721872343065,-1.297008445025893
ABE-ORD,ABE,Lehigh Valley International Airport,ORD,Chicago O'Hare International Airport,40.65236,-75.4404,41.9796,-87.90446,722,145,16.67590027700831,0.2008310249307479,20.08,0.1990402518233919,19.9,4.892924911900244,16.67590027700831,4.376876713125541,13.82,0,0.3858687335556419,-1.451355015334281
ELM-ORD,ELM,Elmira/Corning Regional Airport,ORD,Chicago O'Hare International Airport,42.15991,-76.89144,41.9796,-87.90446,638,131,14.617554858934168,0.2053291536050156,20.53,0.2027250501339134,20.27,4.323664949850908,14.617554858934168,3.836628571898732,13.82,0,0.1963845671625648,-1.3693616623004776
DEN-LNK,DEN,Denver International Airport,LNK,Lincoln Airport (Lincoln Municipal),39.85841,-104.667,40.85097,-96.75925,829,166,12.452352231604342,0.2002412545235223,20.02,0.1987202228189754,19.87,5.618053673082136,12.452352231604342,3.268333919056258,13.82,0,-0.06217743010381545,-0.9773952977362323
COU-DFW,COU,Columbia Regional Airport,DFW,Dallas/Fort Worth International Airport,38.81809,-92.21963,32.89595,-97.0372,688,138,18.24709302325581,0.2005813953488372,20.06,0.1987450342624722,19.87,4.662510165356465,18.24709302325581,4.789263260697065,13.81,0,0.5456284268913794,-1.6189085008169082
MAF-DAL,MAF,Midland International Airport,DAL,Dallas Love Field,31.94253,-102.20191,32.84711,-96.85177,1620,286,11.20925925925926,0.1765432098765432,17.65,0.1770994691853652,17.71,10.978584982380047,11.20925925925926,2.9420627977058422,13.81,0,-0.3522219165314488,-0.06024693363779146
ATL-GSP,ATL,Hartsfield-Jackson Atlanta International Airport,GSP,Greenville-Spartanburg International Airport,33.64044,-84.42694,34.89567,-82.21886,2678,393,9.347647498132934,0.1467513069454817,14.68,0.1481681378685486,14.82,18.148549742477638,9.347647498132934,2.453450786911531,13.8,0,-0.8035312574027321,1.0904497806451074
SNA-SMF,SNA,John Wayne Airport (Orange County Airport),SMF,Sacramento International Airport,33.67566,-117.86822,38.69542,-121.59077,2314,366,8.200518582541054,0.1581676750216076,15.82,0.1593252224518758,15.93,15.68175657359718,8.200518582541054,2.152367082031773,13.8,0,-0.8202198504062255,0.8601919990798895
GSO-EWR,GSO,Piedmont Triad International Airport,EWR,Newark Liberty International Airport,36.09775,-79.9373,40.6925,-74.16866,928,181,14.739224137931034,0.1950431034482758,19.5,0.1941742091428289,19.42,6.28896719978314,14.739224137931034,3.868562765861164,13.8,0,0.14088443458093547,-1.0638809589290605
ATL-SGF,ATL,Hartsfield-Jackson Atlanta International Airport,SGF,Springfield-Branson National Airport,33.64044,-84.42694,37.24433,-93.38686,1397,254,12.796707229778097,0.1818181818181818,18.18,0.1821049345349553,18.21,9.467335321225264,12.796707229778097,3.358715808340708,13.8,0,-0.15149778463751368,-0.4151856187055656
DEN-CID,DEN,Denver International Airport,CID,The Eastern Iowa Airport,39.85841,-104.667,41.88459,-91.71087,738,149,13.638211382113822,0.2018970189701897,20.19,0.2000132303088641,20.0,5.001355380862022,13.638211382113822,3.579583039924888,13.79,0,0.06256285588611646,-1.1712573227703282
STL-BOS,STL,St. Louis International Airport at Lambert Field,BOS,Gen. Edward Lawrence Logan International Airport,38.74769,-90.35999,42.36435,-71.00518,731,148,13.285909712722296,0.2024623803009576,20.25,0.2004946895292757,20.05,4.953917050691245,13.285909712722296,3.487115410163333,13.79,0,0.03015194486219371,-1.1501311904816411
SFO-LGB,SFO,San Francisco International Airport,LGB,Long Beach Airport (Daugherty Field),37.619,-122.37484,33.81772,-118.15161,1077,207,11.889507892293407,0.192200557103064,19.22,0.191683166524068,19.17,7.298725941989699,11.889507892293407,3.1206057460087684,13.79,0,-0.1794351087439407,-0.6643633305188358
IAH-LIT,IAH,George Bush Intercontinental Airport,LIT,Bill and Hillary Clinton National Airport (Adams Field),29.98047,-95.33972,34.7294,-92.22425,1915,322,9.987989556135773,0.1681462140992167,16.81,0.1690377602971852,16.9,12.977771753862836,9.987989556135773,2.6215195685395725,13.78,0,-0.5559408194215459,0.3354033692978817
ROA-ORD,ROA,Roanoke Regional Airport (Woodrum Field),ORD,Chicago O'Hare International Airport,37.32547,-79.97543,41.9796,-87.90446,831,164,15.348977135980746,0.197352587244284,19.74,0.196145098817216,19.61,5.631607481702358,15.348977135980746,4.0286029228295925,13.78,0,0.21199026805255786,-1.2147798311292624
BNA-IAH,BNA,Nashville International Airport,IAH,George Bush Intercontinental Airport,36.12448,-86.67818,29.98047,-95.33972,1379,251,12.84844089920232,0.1820159535895576,18.2,0.1822928242047519,18.23,9.345351043643264,12.84844089920232,3.3722941992657005,13.78,0,-0.15063900786909332,-0.4352341227030172
ORD-LSE,ORD,Chicago O'Hare International Airport,LSE,La Crosse Regional Airport,41.9796,-87.90446,43.87938,-91.25654,1196,225,12.12458193979933,0.1881270903010033,18.81,0.1879715177460093,18.8,8.105177554892926,12.12458193979933,3.1823049710759403,13.78,0,-0.18500564838266056,-0.5595136383201618
ATL-VLD,ATL,Hartsfield-Jackson Atlanta International Airport,VLD,Valdosta Regional Airport,33.64044,-84.42694,30.7825,-83.27672,1009,196,11.5203171456888,0.1942517343904856,19.43,0.1935176618564726,19.35,6.837896448902142,11.5203171456888,3.023705287582362,13.77,0,-0.21192177839050647,-0.7007573846298634
TPA-PIT,TPA,Tampa International Airport,PIT,Pittsburgh International Airport,27.97547,-82.53325,40.49147,-80.23287,900,176,14.171111111111111,0.1955555555555555,19.56,0.1946110869988281,19.46,6.099213879100027,14.171111111111111,3.719451735199767,13.76,0,0.07030434220316405,-1.0380051446607867
TPA-BDL,TPA,Tampa International Airport,BDL,Bradley International Airport,27.97547,-82.53325,41.93887,-72.68323,1000,193,13.281,0.193,19.3,0.1923737154534801,19.24,6.776904310111141,13.281,3.485826771653543,13.76,0,-0.03918213541199287,-0.8572122055498056
DTW-ELM,DTW,Detroit Metropolitan Airport,ELM,Elmira/Corning Regional Airport,42.21206,-83.34884,42.15991,-76.89144,1551,275,11.576402321083172,0.1773049645390071,17.73,0.1778383325250322,17.78,10.51097858498238,11.576402321083172,3.038425806058575,13.75,0,-0.327536529263841,-0.15112976874410844
DFW-SJT,DFW,Dallas/Fort Worth International Airport,SJT,San Angelo Regional Airport (Mathis Field),32.89595,-97.0372,31.35775,-100.49631,1693,295,9.88422917897224,0.1742468989958653,17.42,0.1749085817059833,17.49,11.473298997018162,9.88422917897224,2.594285873745995,13.75,0,-0.5290091448888662,0.13375537203373633
JNU-ANC,JNU,Juneau International Airport,ANC,Ted Stevens Anchorage International Airport,58.35496,-134.57628,61.17432,-149.99619,1106,209,14.1500904159132,0.1889692585895117,18.9,0.1887322446093102,18.87,7.495256166982922,14.1500904159132,3.7139344923656696,13.75,0,0.02393850907948705,-0.8202853230586957
DTW-PIT,DTW,Detroit Metropolitan Airport,PIT,Pittsburgh International Airport,42.21206,-83.34884,40.49147,-80.23287,676,138,12.681952662721894,0.2041420118343195,20.41,0.2018184110809641,20.18,4.581187313635131,12.681952662721894,3.3285964994020723,13.75,0,-0.037256314716387594,-1.15204552507529
ORD-ALO,ORD,Chicago O'Hare International Airport,ALO,Waterloo Regional Airport,41.9796,-87.90446,42.55708,-92.40034,641,131,13.929797191887676,0.204368174726989,20.44,0.2019043009430879,20.19,4.343995662781241,13.929797191887676,3.656114748526949,13.75,0,0.09485292808265651,-1.295507592378615
ORD-ABE,ORD,Chicago O'Hare International Airport,ABE,Lehigh Valley International Airport,41.9796,-87.90446,40.65236,-75.4404,714,145,12.299719887955185,0.2030812324929972,20.31,0.2009964213744817,20.1,4.838709677419355,12.299719887955185,3.228272936471176,13.75,0,-0.08304247788542429,-1.0785950127353898
ISP-PBI,ISP,Long Island MacArthur Airport,PBI,Palm Beach International Airport,40.79524,-73.10021,26.68316,-80.09559,741,149,13.39541160593792,0.2010796221322537,20.11,0.1992997467286898,19.93,5.021686093792355,13.39541160593792,3.515856064550636,13.74,0,0.015887472676645663,-1.1393936234163768
SMF-DEN,SMF,Sacramento International Airport,DEN,Denver International Airport,38.69542,-121.59077,39.85841,-104.667,2589,385,8.809965237543453,0.1487060641174198,14.87,0.1500970944584708,15.01,17.545405258877743,8.809965237543453,2.3123268340009067,13.74,0,-0.860988241288693,1.064989090043973
SHV-IAH,SHV,Shreveport Regional Airport,IAH,George Bush Intercontinental Airport,32.44663,-93.8256,29.98047,-95.33972,1581,277,12.793168880455408,0.1752055660974067,17.52,0.1758543051747936,17.59,10.714285714285714,12.793168880455408,3.3577871077310784,13.74,0,-0.21927109902967842,-0.22302725752273017
MCO-STL,MCO,Orlando International Airport,STL,St. Louis International Airport at Lambert Field,28.42889,-81.31603,38.74769,-90.35999,1633,286,10.646050214329454,0.1751377832210655,17.51,0.1757709676854173,17.58,11.066684738411494,10.646050214329454,2.7942389013988067,13.73,0,-0.44817444684003105,0.012301722795285292
ISP-BWI,ISP,Long Island MacArthur Airport,BWI,Baltimore-Washington International Airport,40.79524,-73.10021,39.1754,-76.6682,1638,287,10.228327228327228,0.1752136752136752,17.52,0.1758406714607757,17.58,11.10056925996205,10.228327228327228,2.684600322395598,13.73,0,-0.4929390480465674,0.05408236314680828
DEN-RNO,DEN,Denver International Airport,RNO,Reno/Tahoe International Airport,39.85841,-104.667,39.49858,-119.76806,1485,266,11.017508417508418,0.1791245791245791,17.91,0.1795653545733931,17.96,10.063702900515043,11.017508417508418,2.891734492784362,13.73,0,-0.3817143385439894,-0.16405530848552044
DEN-CPR,DEN,Denver International Airport,CPR,Natrona County International Airport,39.85841,-104.667,42.90836,-106.46447,993,193,10.83987915407855,0.1943605236656596,19.44,0.1936057520574823,19.36,6.729465979940363,10.83987915407855,2.845112638865761,13.73,0,-0.29828977105721977,-0.6512629421708876
BWI-STL,BWI,Baltimore-Washington International Airport,STL,St. Louis International Airport at Lambert Field,39.1754,-76.6682,38.74769,-90.35999,1310,241,11.706870229007633,0.1839694656488549,18.4,0.1841213382970412,18.41,8.877744646245594,11.706870229007633,3.0726693514455725,13.73,0,-0.27457345631713964,-0.39910941818847007
LAS-MSY,LAS,McCarran International Airport,MSY,Louis Armstrong New Orleans International Airport,36.08036,-115.15233,29.99339,-90.25803,760,153,11.963157894736842,0.2013157894736842,20.13,0.1995477755800327,19.95,5.150447275684467,11.963157894736842,3.1399364553115072,13.73,0,-0.13717501051922873,-0.9954226468659888
STL-MSY,STL,St. Louis International Airport at Lambert Field,MSY,Louis Armstrong New Orleans International Airport,38.74769,-90.35999,29.99339,-90.25803,597,124,11.323283082077053,0.2077051926298157,20.77,0.2046070114760805,20.46,4.045811873136351,11.323283082077053,2.971990310256444,13.73,0,-0.1649827701572505,-1.1219297194001778
MLI-ORD,MLI,Quad City International Airport,ORD,Chicago O'Hare International Airport,41.44853,-90.50754,41.9796,-87.90446,1650,286,12.350909090909092,0.1733333333333333,17.33,0.1740634782850446,17.41,11.181892111683384,12.350909090909092,3.241708422810785,13.73,0,-0.2830096718857133,-0.1162136722426641
ATL-TLH,ATL,Hartsfield-Jackson Atlanta International Airport,TLH,Tallahassee International Airport,33.64044,-84.42694,30.39653,-84.35033,2289,358,9.746177370030582,0.1564001747487986,15.64,0.1576438204264663,15.76,15.512333965844402,9.746177370030582,2.5580518031576327,13.72,0,-0.6984617913738937,0.7143863675295703
ABQ-DFW,ABQ,Albuquerque International Sunport,DFW,Dallas/Fort Worth International Airport,35.04022,-106.60919,32.89595,-97.0372,1930,316,14.384455958549225,0.1637305699481865,16.37,0.1648330477826739,16.48,13.079425318514504,14.384455958549225,3.775447758149402,13.72,0,-0.14466660817176444,-0.02191091187576095
SAT-ORD,SAT,San Antonio International Airport,ORD,Chicago O'Hare International Airport,29.53369,-98.46978,41.9796,-87.90446,1155,216,13.882251082251084,0.187012987012987,18.7,0.1869411051783491,18.69,7.827324478178369,13.882251082251084,3.643635454659077,13.72,0,-0.028732056616610598,-0.7408639588080715
BNA-HOU,BNA,Nashville International Airport,HOU,William P. Hobby Airport,36.12448,-86.67818,29.64542,-95.27889,1308,241,11.069571865443423,0.1842507645259938,18.43,0.1843828742889404,18.44,8.864190837625372,11.069571865443423,2.9053994397489307,13.72,0,-0.3431993390533945,-0.34498211853217253
ORD-PAH,ORD,Chicago O'Hare International Airport,PAH,Barkley Regional Airport,41.9796,-87.90446,37.06083,-88.77375,684,139,12.850877192982455,0.2032163742690058,20.32,0.2010345497434032,20.1,4.635402548116021,12.850877192982455,3.372933646452088,13.72,0,-0.03456934347294556,-1.1528671888047115
DFW-PDX,DFW,Dallas/Fort Worth International Airport,PDX,Portland International Airport,32.89595,-97.0372,45.58872,-122.5975,1955,323,10.592838874680307,0.1652173913043478,16.52,0.1662341055955368,16.62,13.24884792626728,10.592838874680307,2.7802726705197656,13.7,0,-0.540561878655378,0.3315880644763306
OAJ-ATL,OAJ,Albert J. Ellis Airport,ATL,Hartsfield-Jackson Atlanta International Airport,34.82916,-77.61214,33.64044,-84.42694,1230,225,15.799186991869918,0.1829268292682926,18.29,0.1831662308261865,18.32,8.335592301436703,15.799186991869918,4.146768239335937,13.7,0,0.13878588415794818,-0.8242975432184587
DFW-SPS,DFW,Dallas/Fort Worth International Airport,SPS,Wichita Falls Municipal Airport/Sheppard AFB,32.89595,-97.0372,33.9888,-98.49189,1287,238,10.734265734265737,0.1849261849261849,18.49,0.1850115984129979,18.5,8.72187584711304,10.734265734265737,2.817392581172109,13.7,0,-0.37963219280905725,-0.3355578880843231
RDU-IAH,RDU,Raleigh-Durham International Airport,IAH,George Bush Intercontinental Airport,35.87764,-78.78747,29.98047,-95.33972,539,112,13.296846011131723,0.2077922077922078,20.78,0.2043991971812647,20.44,3.652751423149905,13.296846011131723,3.4899858296933663,13.7,0,0.03228500974415322,-1.3475786046589975
AVL-ORD,AVL,Asheville Regional Airport,ORD,Chicago O'Hare International Airport,35.43619,-82.54181,41.9796,-87.90446,784,154,16.404336734693878,0.1964285714285714,19.64,0.1952614106321585,19.53,5.313092979127135,16.404336734693878,4.305600192833039,13.69,0,0.2863670412443356,-1.3385808649273332
TRI-ATL,TRI,Tri-Cities Regional Airport,ATL,Hartsfield-Jackson Atlanta International Airport,36.47521,-82.40742,33.64044,-84.42694,2065,333,11.317191283292978,0.1612590799031477,16.13,0.1624069685906827,16.24,13.994307400379508,11.317191283292978,2.970391412937789,13.69,0,-0.4998820897344995,0.3744641224133057
BHM-MCO,BHM,Birmingham-Shuttlesworth International Airport,MCO,Orlando International Airport,33.56294,-86.75355,28.42889,-81.31603,716,144,13.167597765363128,0.2011173184357542,20.11,0.1992782928907207,19.93,4.852263486039577,13.167597765363128,3.45606240560712,13.69,0,-0.025643072239188474,-1.137749818158717
STL-SFO,STL,St. Louis International Airport at Lambert Field,SFO,San Francisco International Airport,38.74769,-90.35999,37.619,-122.37484,959,185,13.2148070907195,0.1929092805005213,19.29,0.1922673153907725,19.23,6.499051233396584,13.2148070907195,3.468453304650787,13.68,0,-0.0736510366207364,-0.8814220820280974
PWM-JFK,PWM,Portland International Jetport,JFK,John F. Kennedy International Airport (New York International Airport),43.64617,-70.30875,40.63975,-73.77893,1247,227,15.617481956696071,0.1820368885324779,18.2,0.1823393370444158,18.23,8.450799674708593,15.617481956696071,4.099076629054086,13.67,0,0.10320233955508044,-0.7866571704575294
BIS-MSP,BIS,Bismarck Municipal Airport,MSP,Minneapolis-Saint Paul International Airport,46.77411,-100.74672,44.88055,-93.21692,1650,285,11.685454545454546,0.1727272727272727,17.27,0.1734920497136161,17.35,11.181892111683384,11.685454545454546,3.0670484371271773,13.67,0,-0.37790441740309344,-0.05009290122129065
FNT-ORD,FNT,Bishop International Airport,ORD,Chicago O'Hare International Airport,42.9655,-83.74346,41.9796,-87.90446,1949,320,11.130323242688558,0.1641867624422781,16.42,0.1652567530496965,16.53,13.208186500406612,11.130323242688558,2.9213446831203567,13.66,0,-0.5056400223773668,0.2857130393637162
DFW-ORF,DFW,Dallas/Fort Worth International Airport,ORF,Norfolk International Airport,32.89595,-97.0372,36.89461,-76.20122,677,137,12.4903988183161,0.2023633677991137,20.24,0.200271669239161,20.03,4.587964217945243,12.4903988183161,3.278319899820499,13.66,0,-0.09970097914396636,-1.1174617320669635
JAC-DEN,JAC,Jackson Hole Airport,DEN,Denver International Airport,43.60732,-110.73774,39.85841,-104.667,1121,210,13.3978590544157,0.1873327386262266,18.73,0.1872326674847077,18.72,7.596909731634589,13.3978590544157,3.5164984394791863,13.66,0,-0.09780654517705926,-0.7248645420877888
LAX-SBA,LAX,Los Angeles International Airport,SBA,Santa Barbara Municipal Airport (Santa Barbara Airport),33.94254,-118.40807,34.42621,-119.84037,1578,278,9.600760456273765,0.1761723700887199,17.62,0.1767646525618761,17.68,10.69395500135538,9.600760456273765,2.519884634192589,13.66,0,-0.5744083850173197,0.05868555961697384
DFW-OMA,DFW,Dallas/Fort Worth International Airport,OMA,Eppley Airfield,32.89595,-97.0372,41.30252,-95.89417,1439,258,10.868658790826965,0.1792911744266851,17.93,0.1797342995443977,17.97,9.751965302249932,10.868658790826965,2.8526663492984152,13.65,0,-0.42192598829206746,-0.185890749375553
CID-DTW,CID,The Eastern Iowa Airport,DTW,Detroit Metropolitan Airport,41.88459,-91.71087,42.21206,-83.34884,745,147,15.6,0.1973154362416107,19.73,0.1959894520696191,19.6,5.0487937110328,15.6,4.094488188976378,13.64,0,0.1891310737870106,-1.3025660259096523
TUS-DEN,TUS,Tucson International Airport,DEN,Denver International Airport,32.11608,-110.94103,39.85841,-104.667,2032,330,9.521653543307089,0.1624015748031496,16.24,0.1635136430576117,16.35,13.77066955814584,9.521653543307089,2.4991216649099965,13.63,0,-0.7002435550826943,0.5068065489125133
IAH-CMH,IAH,George Bush Intercontinental Airport,CMH,Port Columbus International Airport,29.98047,-95.33972,39.99799,-82.89188,1015,195,10.382266009852216,0.1921182266009852,19.21,0.1915794502231642,19.16,6.878557874762809,10.382266009852216,2.725004202060949,13.62,0,-0.3965529025790431,-0.5724137734988762
DFW-RAP,DFW,Dallas/Fort Worth International Airport,RAP,Rapid City Regional Airport,32.89595,-97.0372,44.04532,-103.05737,557,115,12.096947935368044,0.2064631956912028,20.65,0.2033654292219606,20.34,3.7747357007319056,12.096947935368044,3.1750519515401683,13.62,0,-0.1283242867853598,-1.2118980293413104
DFW-COU,DFW,Dallas/Fort Worth International Airport,COU,Columbia Regional Airport,32.89595,-97.0372,38.81809,-92.21963,696,139,14.280172413793103,0.1997126436781609,19.97,0.1980038781392313,19.8,4.716725399837355,14.280172413793103,3.748076749027061,13.62,0,0.05938775433505696,-1.241631282869713
TPA-MDW,TPA,Tampa International Airport,MDW,Chicago Midway International Airport,27.97547,-82.53325,41.78598,-87.75242,1521,267,11.849441157133464,0.1755424063116371,17.55,0.1761943781609057,17.62,10.307671455679046,11.849441157133464,3.110089542554715,13.62,0,-0.35649990933633124,-0.18308819521926745
MEM-DAL,MEM,Memphis International Airport,DAL,Dallas Love Field,35.04242,-89.97667,32.84711,-96.85177,518,107,13.451737451737452,0.2065637065637065,20.66,0.2032541860822461,20.33,3.510436432637571,13.451737451737452,3.530639751112192,13.61,0,0.009369505061949066,-1.3661440795319504
MCO-CVG,MCO,Orlando International Airport,CVG,Cincinnati/Northern Kentucky International Airport,28.42889,-81.31603,39.04614,-84.66217,976,186,13.793032786885243,0.1905737704918032,19.06,0.190159002787015,19.02,6.614258606668474,13.793032786885243,3.620218579234973,13.61,0,-0.052121052150299135,-0.9002517608732322
CID-ATL,CID,The Eastern Iowa Airport,ATL,Hartsfield-Jackson Atlanta International Airport,41.88459,-91.71087,33.64044,-84.42694,924,176,16.3495670995671,0.1904761904761904,19.05,0.1900498896472931,19.0,6.261859582542694,16.3495670995671,4.291224960516299,13.61,0,0.21653601725656335,-1.172262821436677
CMH-MDW,CMH,Port Columbus International Airport,MDW,Chicago Midway International Airport,39.99799,-82.89188,41.78598,-87.75242,1987,323,10.654755913437343,0.1625566180171112,16.26,0.1636852357445271,16.37,13.465708864190836,10.654755913437343,2.796523861794578,13.61,0,-0.5851686287500124,0.36920535140424354
PSP-LAX,PSP,Palm Springs International Airport,LAX,Los Angeles International Airport,33.82922,-116.50625,33.94254,-118.40807,753,150,11.883134130146082,0.199203187250996,19.92,0.1976683317688489,19.77,5.1030089455136896,11.883134130146082,3.118932842558027,13.61,0,-0.2003338851325862,-0.9739824903164483
JAX-EWR,JAX,Jacksonville International Airport,EWR,Newark Liberty International Airport,30.49406,-81.68786,40.6925,-74.16866,966,184,14.320910973084889,0.1904761904761904,19.05,0.1900666857399889,19.01,6.546489563567362,14.320910973084889,3.7587692842742486,13.61,0,0.0022973296806870704,-0.9550996907244435
TUL-DAL,TUL,Tulsa International Airport,DAL,Dallas Love Field,36.19837,-95.88824,32.84711,-96.85177,1006,193,10.566600397614314,0.1918489065606362,19.18,0.1913300967439676,19.13,6.817565735971807,10.566600397614314,2.7733859311323656,13.6,0,-0.38709555687374836,-0.5929742998643099
PHL-STL,PHL,Philadelphia International Airport,STL,St. Louis International Airport at Lambert Field,39.87195,-75.24114,38.74769,-90.35999,664,133,14.441265060240964,0.2003012048192771,20.03,0.1984438311502986,19.84,4.4998644619137975,14.441265060240964,3.790358283527812,13.6,0,0.07244342855131745,-1.2859911267035031
CLT-BUF,CLT,Charlotte Douglas International Airport,BUF,Buffalo Niagara International Airport,35.21401,-80.94313,42.94052,-78.73217,1303,239,9.565617805065234,0.1834228702993093,18.34,0.1836144597283165,18.36,8.830306316074816,9.565617805065234,2.51066084122447,13.6,0,-0.5471179489882008,-0.20335027539549064
CHS-IAH,CHS,Charleston International Airport/Charleston AFB,IAH,George Bush Intercontinental Airport,32.89865,-80.04051,29.98047,-95.33972,629,127,13.891891891891891,0.2019077901430842,20.19,0.199740860080697,19.97,4.262672811059908,13.891891891891891,3.646165850890261,13.59,0,0.022540563291492875,-1.2777350296297156
DEN-MOT,DEN,Denver International Airport,MOT,Minot International Airport,39.85841,-104.667,48.25938,-101.28033,1114,209,11.1229802513465,0.1876122082585278,18.76,0.1874885395377497,18.75,7.549471401463811,11.1229802513465,2.919417388804856,13.58,0,-0.3631218579771625,-0.5245304421279808
PHX-RNO,PHX,Phoenix Sky Harbor International Airport,RNO,Reno/Tahoe International Airport,33.43417,-112.00806,39.49858,-119.76806,1866,311,8.979635584137192,0.1666666666666666,16.67,0.1676556902333815,16.77,12.645703442667388,8.979635584137192,2.3568597333693417,13.58,0,-0.7392417767949414,0.4031676997068045
DSM-DFW,DSM,Des Moines International Airport,DFW,Dallas/Fort Worth International Airport,41.53493,-93.66068,32.89595,-97.0372,870,167,15.919540229885058,0.1919540229885057,19.2,0.1913516360812661,19.14,5.895906749796693,15.919540229885058,4.178357015717863,13.58,0,0.17146025275589155,-1.188103970544883
EWR-ORF,EWR,Newark Liberty International Airport,ORF,Norfolk International Airport,40.6925,-74.16866,36.89461,-76.20122,728,146,10.362637362637363,0.2005494505494505,20.05,0.198805660626604,19.88,4.933586337760911,10.362637362637363,2.7198523261515386,13.57,0,-0.3650124098686246,-0.8661080049837521
XNA-ATL,XNA,Northwest Arkansas Regional Airport,ATL,Hartsfield-Jackson Atlanta International Airport,36.28187,-94.30681,33.64044,-84.42694,1726,292,11.238702201622248,0.1691772885283893,16.92,0.1701046478635422,17.01,11.69693683925183,11.238702201622248,2.9497906041003272,13.57,0,-0.482945467858637,0.07477392088688868
DRO-DEN,DRO,Durango-La Plata County Airport,DEN,Denver International Airport,37.15152,-107.75377,39.85841,-104.667,586,119,13.46245733788396,0.2030716723549488,20.31,0.2005992521848806,20.06,3.971265925725129,13.46245733788396,3.533453369523349,13.56,0,-0.02689267332902261,-1.2822928347115667
BNA-CMH,BNA,Nashville International Airport,CMH,Port Columbus International Airport,36.12448,-86.67818,39.99799,-82.89188,688,138,11.957848837209305,0.2005813953488372,20.06,0.1987450342624722,19.87,4.662510165356465,11.957848837209305,3.138543001892206,13.56,0,-0.20010776334316846,-1.0431512376408643
ORD-MHK,ORD,Chicago O'Hare International Airport,MHK,Manhattan Regional Airport,41.9796,-87.90446,39.14097,-96.67083,679,135,14.586156111929307,0.198821796759941,19.88,0.1971900988431683,19.72,4.601518026565465,14.586156111929307,3.8283874309525743,13.56,0,0.06445685916367212,-1.2739865244522572
EWR-IND,EWR,Newark Liberty International Airport,IND,Indianapolis International Airport,40.6925,-74.16866,39.71733,-86.29438,1287,235,10.45920745920746,0.1825951825951826,18.26,0.1828486568124211,18.28,8.72187584711304,10.45920745920746,2.745198808190934,13.56,0,-0.4717319128115154,-0.2898887483439737
STL-FLL,STL,St. Louis International Airport at Lambert Field,FLL,Fort Lauderdale-Hollywood International Airport,38.74769,-90.35999,26.07258,-80.15275,521,107,13.431861804222647,0.2053742802303263,20.54,0.2022722818016556,20.23,3.530767145567905,13.431861804222647,3.5254230457277296,13.55,0,-0.01943790265782947,-1.3507610764337434
CID-DEN,CID,The Eastern Iowa Airport,DEN,Denver International Airport,41.88459,-91.71087,39.85841,-104.667,910,174,14.14065934065934,0.1912087912087912,19.12,0.1907040465334932,19.07,6.1669829222011385,14.14065934065934,3.7114591445300102,13.54,0,-0.035068984672992146,-0.9873668763679396
DCA-DTW,DCA,Ronald Reagan Washington National Airport,DTW,Detroit Metropolitan Airport,38.85208,-77.03772,42.21206,-83.34884,1851,304,12.179902755267422,0.164235548352242,16.42,0.165356784725181,16.54,12.544049878015723,12.179902755267422,3.1968248701489297,13.54,0,-0.433358334728307,0.1190693748827894
GGG-DFW,GGG,East Texas Regional Airport,DFW,Dallas/Fort Worth International Airport,32.38486,-94.71171,32.89595,-97.0372,669,133,14.251121076233185,0.1988041853512705,19.88,0.1971535591662264,19.72,4.533748983464354,14.251121076233185,3.740451726045455,13.53,0,0.01888756843364214,-1.2510124691658475
SAT-IAH,SAT,San Antonio International Airport,IAH,George Bush Intercontinental Airport,29.53369,-98.46978,29.98047,-95.33972,2495,365,11.116633266533066,0.1462925851703407,14.63,0.1478270084773904,14.78,16.908376253727297,11.116633266533066,2.917751513525739,13.53,0,-0.7036132115172836,0.8054119662374392
