ROUTE,ORIGIN_AIRPORT,ORIGIN_AIRPORT_NAME,DESTINATION_AIRPORT,DESTINATION_AIRPORT_NAME,ORIGIN_LATITUDE,ORIGIN_LONGITUDE,DESTINATION_LATITUDE,DESTINATION_LONGITUDE,flights,delayed_flights,avg_arrival_delay,delayed_15_rate,delayed_15_pct,adjusted_delay_rate,adjusted_delay_pct,flights_normalized,avg_arrival_delay_positive,avg_delay_normalized,delay_impact_score,cluster,pca_1,pca_2
MCO-IND,MCO,Orlando International Airport,IND,Indianapolis International Airport,28.42889,-81.31603,39.71733,-86.29438,1344,241,11.90922619047619,0.1793154761904762,17.93,0.1797860713288283,17.98,9.108159392789371,11.90922619047619,3.1257811523559558,13.53,0,-0.3512549079043054,-0.3520372537802684
ORF-BWI,ORF,Norfolk International Airport,BWI,Baltimore-Washington International Airport,36.89461,-76.20122,39.1754,-76.6682,1239,227,10.488297013720745,0.1832122679580306,18.32,0.1834287430909844,18.34,8.396584440227704,10.488297013720745,2.7528338618689614,13.52,0,-0.47905121503545545,-0.33356140328591133
MCI-EWR,MCI,Kansas City International Airport,EWR,Newark Liberty International Airport,39.29761,-94.71391,40.6925,-74.16866,626,125,15.134185303514377,0.1996805111821086,19.97,0.1978114145989368,19.78,4.242342098129575,15.134185303514377,3.972227113783301,13.52,0,0.11581574903775146,-1.3729912946001868
SEA-PHL,SEA,Seattle-Tacoma International Airport,PHL,Philadelphia International Airport,47.44898,-122.30931,39.87195,-75.24114,1035,196,10.401932367149758,0.1893719806763285,18.94,0.1890846581487472,18.91,7.01409596096503,10.401932367149758,2.7301659756298577,13.51,0,-0.45013866118055157,-0.5342489712535525
JFK-STT,JFK,John F. Kennedy International Airport (New York International Airport),STT,Cyril E. King Airport,40.63975,-73.77893,18.33731,-64.97336,562,113,15.998220640569397,0.2010676156583629,20.11,0.1988082885178672,19.88,3.808620222282461,15.998220640569397,4.1990080421441975,13.51,0,0.21082090413352267,-1.5136702712692272
IAH-TUL,IAH,George Bush Intercontinental Airport,TUL,Tulsa International Airport,29.98047,-95.33972,36.19837,-95.88824,1933,316,9.145887221934816,0.1634764614588722,16.35,0.164589811607884,16.46,13.099756031444835,9.145887221934816,2.400495333841159,13.51,0,-0.7691681326997923,0.461476877886055
SHV-ATL,SHV,Shreveport Regional Airport,ATL,Hartsfield-Jackson Atlanta International Airport,32.44663,-93.8256,33.64044,-84.42694,2196,338,11.953551912568306,0.1539162112932604,15.39,0.1553184176824164,15.53,14.882081865004066,11.953551912568306,3.137415200149161,13.51,0,-0.5530950767104541,0.46510441644244555
BOI-ORD,BOI,Boise Airport (Boise Air Terminal),ORD,Chicago O'Hare International Airport,43.56444,-116.22278,41.9796,-87.90446,578,116,15.548442906574394,0.2006920415224913,20.07,0.1985414262519589,19.85,3.9170506912442393,15.548442906574394,4.080956143457846,13.5,0,0.15806077530361148,-1.4565559109600381
DEN-GTF,DEN,Denver International Airport,GTF,Great Falls International Airport,39.85841,-104.667,47.482,-111.37069,838,163,11.682577565632458,0.1945107398568019,19.45,0.1936152313420342,19.36,5.679045811873136,11.682577565632458,3.0662933243129813,13.5,0,-0.2875558267806761,-0.8470358236437984
IAH-SNA,IAH,George Bush Intercontinental Airport,SNA,John Wayne Airport (Orange County Airport),29.98047,-95.33972,33.67566,-117.86822,1628,278,11.216830466830467,0.1707616707616707,17.08,0.1716499346058033,17.16,11.032800216860938,11.216830466830467,2.944049991294086,13.5,0,-0.4973360934357684,-0.00713604228671183
DFW-CLL,DFW,Dallas/Fort Worth International Airport,CLL,Easterwood Airport,32.89595,-97.0372,30.58859,-96.36382,1658,284,8.939686369119421,0.1712907117008444,17.13,0.1721337241176497,17.21,11.236107346164273,8.939686369119421,2.346374375096961,13.49,0,-0.7371036152047762,0.21891455234346727
MIA-GNV,MIA,Miami International Airport,GNV,Gainesville Regional Airport,25.79325,-80.29056,29.69006,-82.27178,629,126,13.14308426073132,0.2003179650238473,20.03,0.1983691179682142,19.84,4.262672811059908,13.14308426073132,3.4496284148901104,13.49,0,-0.10193799447439568,-1.1940879119138341
MHT-ORD,MHT,Manchester-Boston Regional Airport,ORD,Chicago O'Hare International Airport,42.93452,-71.43706,41.9796,-87.90446,505,102,16.861386138613863,0.201980198019802,20.2,0.1993571685931043,19.94,3.4223366766061263,16.861386138613863,4.425560666302851,13.48,0,0.29748015949664175,-1.6447392569118444
AVL-ATL,AVL,Asheville Regional Airport,ATL,Hartsfield-Jackson Atlanta International Airport,35.43619,-82.54181,33.64044,-84.42694,1983,316,12.197175995965708,0.1593545133635905,15.94,0.160639024003278,16.06,13.438601246950393,12.197175995965708,3.2013585291248576,13.48,0,-0.4905611087271397,0.25039869878532844
DFW-RNO,DFW,Dallas/Fort Worth International Airport,RNO,Reno/Tahoe International Airport,32.89595,-97.0372,39.49858,-119.76806,791,155,11.369152970922883,0.1959544879898862,19.6,0.1948497048247229,19.48,5.3605313092979125,11.369152970922883,2.9840296511608617,13.48,0,-0.3178043337093893,-0.8676277623691636
FLL-SFO,FLL,Fort Lauderdale-Hollywood International Airport,SFO,San Francisco International Airport,26.07258,-80.15275,37.619,-122.37484,1354,242,11.000738552437223,0.1787296898079763,17.87,0.1792373363128116,17.92,9.175928435890484,11.000738552437223,2.8873329533955965,13.48,0,-0.4687723562706526,-0.2558483691460236
STL-DCA,STL,St. Louis International Airport at Lambert Field,DCA,Ronald Reagan Washington National Airport,38.74769,-90.35999,38.85208,-77.03772,1039,196,10.604427333974977,0.1886429258902791,18.86,0.1884206207189009,18.84,7.041203578205475,10.604427333974977,2.7833142608858203,13.48,0,-0.4435735553606193,-0.542660580992981
DFW-CMH,DFW,Dallas/Fort Worth International Airport,CMH,Port Columbus International Airport,32.89595,-97.0372,39.99799,-82.89188,1618,276,11.135970333745364,0.1705809641532756,17.06,0.1714849167629966,17.15,10.965031173759826,11.135970333745364,2.922826859250752,13.47,0,-0.5166520348031844,-0.00584631880025881
STL-MIA,STL,St. Louis International Airport at Lambert Field,MIA,Miami International Airport,38.74769,-90.35999,25.79325,-80.29056,628,124,16.660828025477706,0.197452229299363,19.75,0.1958943502731155,19.59,4.255895906749797,16.660828025477706,4.372920741595198,13.47,0,0.24577069842511182,-1.4904155143229825
SCE-ORD,SCE,University Park Airport,ORD,Chicago O'Hare International Airport,40.85121,-77.8463,41.9796,-87.90446,697,136,16.36441893830703,0.1951219512195122,19.51,0.1939913262218671,19.4,4.723502304147465,16.36441893830703,4.29512308092048,13.47,0,0.19779534718209948,-1.388252193058389
SEA-IAH,SEA,Seattle-Tacoma International Airport,IAH,George Bush Intercontinental Airport,47.44898,-122.30931,29.98047,-95.33972,2349,353,9.891868880374629,0.1502767134951043,15.03,0.1517399293584435,15.17,15.918948224451071,9.891868880374629,2.59629104471775,13.47,0,-0.8159898453722588,0.7876449730239112
STL-IAH,STL,St. Louis International Airport at Lambert Field,IAH,George Bush Intercontinental Airport,38.74769,-90.35999,29.98047,-95.33972,639,128,12.377151799687011,0.2003129890453834,20.03,0.1983911867372505,19.84,4.330441854161019,12.377151799687011,3.2485962728837303,13.47,0,-0.1876498128754897,-1.1165281766630697
MIA-BHM,MIA,Miami International Airport,BHM,Birmingham-Shuttlesworth International Airport,25.79325,-80.29056,33.56294,-86.75355,567,115,12.24514991181658,0.2028218694885361,20.28,0.2003164722621111,20.03,3.842504743833017,12.24514991181658,3.213950108088341,13.46,0,-0.19037262331048835,-1.1825471284761413
SEA-KTN,SEA,Seattle-Tacoma International Airport,KTN,Ketchikan International Airport,47.44898,-122.30931,55.35557,-131.71374,1400,249,9.82857142857143,0.1778571428571428,17.79,0.1784073913325521,17.84,9.487666034155598,9.82857142857143,2.5796775403074617,13.46,0,-0.6037861894034429,-0.1077464826781427
BWI-MIA,BWI,Baltimore-Washington International Airport,MIA,Miami International Airport,39.1754,-76.6682,25.79325,-80.29056,1163,213,12.248495270851247,0.1831470335339639,18.31,0.1833816999198956,18.34,7.881539712659258,12.248495270851247,3.214828155079068,13.46,0,-0.31468150930403765,-0.5508474996857321
MCI-MSP,MCI,Kansas City International Airport,MSP,Minneapolis-Saint Paul International Airport,39.29761,-94.71391,44.88055,-93.21692,2116,333,8.928166351606805,0.1573724007561436,15.74,0.1586692630861138,15.87,14.339929520195174,8.928166351606805,2.3433507484532297,13.46,0,-0.8596635693860094,0.6590838406936761
EWR-AUS,EWR,Newark Liberty International Airport,AUS,Austin-Bergstrom International Airport,40.6925,-74.16866,30.19453,-97.66987,989,185,14.120323559150656,0.1870576339737108,18.71,0.1869706951320736,18.7,6.702358362699918,14.120323559150656,3.7061216690684144,13.45,0,-0.09357293885928435,-0.8885229024758222
BNA-AUS,BNA,Nashville International Airport,AUS,Austin-Bergstrom International Airport,36.12448,-86.67818,30.19453,-97.66987,667,133,11.695652173913045,0.1994002998500749,19.94,0.1976676492813926,19.77,4.520195174844131,11.695652173913045,3.0697249800296698,13.45,0,-0.2719287012690019,-1.0243772069407089
CMH-BWI,CMH,Port Columbus International Airport,BWI,Baltimore-Washington International Airport,39.99799,-82.89188,39.1754,-76.6682,1533,264,11.48467058056099,0.172211350293542,17.22,0.1730625150023442,17.31,10.38899430740038,11.48467058056099,3.014349233743042,13.44,0,-0.47878533345389324,-0.11314805332934343
FLL-CLE,FLL,Fort Lauderdale-Hollywood International Airport,CLE,Cleveland Hopkins International Airport,26.07258,-80.15275,41.41089,-81.8494,893,170,13.538633818589023,0.1903695408734602,19.04,0.1899406717007332,18.99,6.051775548929249,13.538633818589023,3.553447196480059,13.44,0,-0.13725679370589144,-0.937405255802389
PIT-IAH,PIT,Pittsburgh International Airport,IAH,George Bush Intercontinental Airport,40.49147,-80.23287,29.98047,-95.33972,964,183,10.939834024896266,0.1898340248962655,18.98,0.1894841043222069,18.95,6.5329357549471405,10.939834024896266,2.871347513096133,13.43,0,-0.41722763068227237,-0.6410110762512988
PHX-FLG,PHX,Phoenix Sky Harbor International Airport,FLG,Flagstaff Pulliam Airport,33.43417,-112.00806,35.13845,-111.67122,1762,293,10.251986379114642,0.1662883087400681,16.63,0.1673528931250419,16.74,11.94090539441583,10.251986379114642,2.690810073258436,13.43,0,-0.6556211974467441,0.21450941487989825
BNA-DEN,BNA,Nashville International Airport,DEN,Denver International Airport,36.12448,-86.67818,39.85841,-104.667,2193,338,9.680346557227542,0.1541267669858641,15.41,0.1555216253810851,15.55,14.861751152073731,9.680346557227542,2.5407733746004046,13.43,0,-0.8182748422916759,0.6697445588576446
MSP-FSD,MSP,Minneapolis-Saint Paul International Airport,FSD,Sioux Falls Regional Airport,44.88055,-93.21692,43.58135,-96.7417,1410,247,12.268085106382978,0.175177304964539,17.52,0.1759013821184292,17.59,9.555435077256709,12.268085106382978,3.219969844195007,13.43,0,-0.3773194559305491,-0.3003158603210635
RSW-PHL,RSW,Southwest Florida International Airport,PHL,Philadelphia International Airport,26.53617,-81.75517,39.87195,-75.24114,1010,191,9.68019801980198,0.1891089108910891,18.91,0.1888388171160614,18.88,6.844673353212253,9.68019801980198,2.540734388399469,13.42,0,-0.5581078245965676,-0.4841709440943239
BTR-IAH,BTR,Baton Rouge Metropolitan Airport,IAH,George Bush Intercontinental Airport,30.53316,-91.14963,29.98047,-95.33972,2498,361,10.53402722177742,0.144515612489992,14.45,0.1461166616623665,14.61,16.928706966657632,10.53402722177742,2.764836541148929,13.41,0,-0.8198455518558628,0.8734602418070357
LAS-STL,LAS,McCarran International Airport,STL,St. Louis International Airport at Lambert Field,36.08036,-115.15233,38.74769,-90.35999,1562,268,10.628681177976953,0.1715749039692701,17.16,0.1724495108296198,17.24,10.585524532393602,10.628681177976953,2.7896800992065494,13.41,0,-0.5824293034815634,-0.008225948988124131
SAT-MDW,SAT,San Antonio International Airport,MDW,Chicago Midway International Airport,29.53369,-98.46978,41.78598,-87.75242,733,145,9.616643929058664,0.1978171896316507,19.78,0.1964118691462522,19.64,4.967470859311467,9.616643929058664,2.524053524687313,13.4,0,-0.5166400795689753,-0.7687559249788107
TPA-CMH,TPA,Tampa International Airport,CMH,Port Columbus International Airport,27.97547,-82.53325,39.99799,-82.89188,705,139,11.558865248226953,0.1971631205673759,19.72,0.1957901701848796,19.58,4.777717538628354,11.558865248226953,3.0338228997971,13.4,0,-0.3176794945484408,-0.9618677410583609
IAH-IND,IAH,George Bush Intercontinental Airport,IND,Indianapolis International Airport,29.98047,-95.33972,39.71733,-86.29438,1026,191,12.174463937621832,0.1861598440545809,18.62,0.1861554946703624,18.62,6.953103822174031,12.174463937621832,3.1953973589558613,13.39,0,-0.32490041021199345,-0.6744120971057301
BNA-JAX,BNA,Nashville International Airport,JAX,Jacksonville International Airport,36.12448,-86.67818,30.49406,-81.68786,979,185,10.069458631256383,0.1889683350357507,18.9,0.1887035097301465,18.87,6.634589319598808,10.069458631256383,2.6429025278888143,13.38,0,-0.5321138983389262,-0.5421649423354414
MSP-ANC,MSP,Minneapolis-Saint Paul International Airport,ANC,Ted Stevens Anchorage International Airport,44.88055,-93.21692,61.17432,-149.99619,635,128,8.565354330708661,0.2015748031496063,20.16,0.1994708666650723,19.95,4.303334236920574,8.565354330708661,2.2481244962489924,13.38,0,-0.611249626998854,-0.7827872335325682
ORD-RST,ORD,Chicago O'Hare International Airport,RST,Rochester International Airport,41.9796,-87.90446,43.90883,-92.49799,1382,243,11.12083936324168,0.1758321273516642,17.58,0.1765256997293037,17.65,9.365681756573595,11.12083936324168,2.918855475916451,13.37,0,-0.5132137697257898,-0.22117584358227127
PIA-DFW,PIA,General Wayne A. Downing Peoria International Airport,DFW,Dallas/Fort Worth International Airport,40.66424,-89.69331,32.89595,-97.0372,976,183,12.013319672131148,0.1875,18.75,0.1873708986977956,18.74,6.614258606668474,12.013319672131148,3.153102276149908,13.37,0,-0.34005338320369327,-0.7090837642132201
SDF-BWI,SDF,Louisville International Airport (Standiford Field),BWI,Baltimore-Washington International Airport,38.17439,-85.736,39.1754,-76.6682,1222,221,10.967266775777414,0.1808510638297872,18.09,0.1812489311640152,18.12,8.281377066955814,10.967266775777414,2.878547710177799,13.37,0,-0.49261020235088704,-0.36987061883558375
LAX-KOA,LAX,Los Angeles International Airport,KOA,Kona International Airport at Keahole,33.94254,-118.40807,19.73877,-156.04563,1484,256,11.502695417789758,0.1725067385444744,17.25,0.1733655852265329,17.34,10.056925996204932,11.502695417789758,3.019080162149543,13.37,0,-0.4965433803610753,-0.15336270434923147
RDU-LAX,RDU,Raleigh-Durham International Airport,LAX,Los Angeles International Airport,35.87764,-78.78747,33.94254,-118.40807,872,167,11.111238532110091,0.1915137614678899,19.15,0.1909579084350083,19.1,5.909460558416916,11.111238532110091,2.9163355727323075,13.37,0,-0.40872641042532565,-0.7418527097731636
PHX-PSP,PHX,Phoenix Sky Harbor International Airport,PSP,Palm Springs International Airport,33.43417,-112.00806,33.82922,-116.50625,1858,302,10.01291711517761,0.16254036598493,16.25,0.1637441710923535,16.37,12.5914882081865,10.01291711517761,2.628062234954753,13.36,0,-0.733374620181941,0.33627619882446597
TPA-HOU,TPA,Tampa International Airport,HOU,William P. Hobby Airport,27.97547,-82.53325,29.64542,-95.27889,1044,193,12.386015325670495,0.1848659003831417,18.49,0.184974726397577,18.5,7.075088099756031,12.386015325670495,3.250922657656299,13.36,0,-0.3218689682681242,-0.6683177898512173
MCO-MHT,MCO,Orlando International Airport,MHT,Manchester-Boston Regional Airport,28.42889,-81.31603,42.93452,-71.43706,751,145,13.700399467376831,0.1930758988015978,19.31,0.1922574465321129,19.23,5.089455136893467,13.700399467376831,3.595905372014917,13.35,0,-0.13439603936306138,-1.0849215959083758
FLL-HPN,FLL,Fort Lauderdale-Hollywood International Airport,HPN,Westchester County Airport,26.07258,-80.15275,41.06696,-73.70757,712,139,12.676966292134832,0.1952247191011236,19.52,0.1941023238901824,19.41,4.825155868799133,12.676966292134832,3.327287740717803,13.35,0,-0.22866662513373376,-1.0404208574204128
HOU-DCA,HOU,William P. Hobby Airport,DCA,Ronald Reagan Washington National Airport,29.64542,-95.27889,38.85208,-77.03772,1326,236,10.114630467571644,0.1779788838612368,17.8,0.1785491493680421,17.85,8.986175115207374,10.114630467571644,2.6547586529059437,13.35,0,-0.6090727033221065,-0.18940671713788937
EWR-BTV,EWR,Newark Liberty International Airport,BTV,Burlington International Airport,40.6925,-74.16866,44.473,-73.15031,637,126,12.419152276295131,0.1978021978021978,19.78,0.1962158575289391,19.62,4.3168880455407965,12.419152276295131,3.259620020024969,13.34,0,-0.24344779059506647,-1.0979576049793933
ORD-CMX,ORD,Chicago O'Hare International Airport,CMX,Houghton County Memorial Airport,41.9796,-87.90446,47.16842,-88.48906,674,133,11.238872403560832,0.1973293768545994,19.73,0.195879957362827,19.59,4.567633505014909,11.238872403560832,2.9498352765251528,13.34,0,-0.37117081998653406,-0.9572980828908582
PHX-BOI,PHX,Phoenix Sky Harbor International Airport,BOI,Boise Airport (Boise Air Terminal),33.43417,-112.00806,43.56444,-116.22278,1183,216,8.89010989010989,0.1825866441251056,18.26,0.1828613304745348,18.29,8.01707779886148,8.89010989010989,2.333362175881861,13.33,0,-0.7149421084502259,-0.2240044338122546
ORD-DBQ,ORD,Chicago O'Hare International Airport,DBQ,Dubuque Regional Airport,41.9796,-87.90446,42.40296,-90.70917,953,179,11.48688352570829,0.1878279118572927,18.78,0.1876648499514037,18.77,6.458389807535918,11.48688352570829,3.014930059241021,13.33,0,-0.4075122867395331,-0.6809380867615967
ORD-CAK,ORD,Chicago O'Hare International Airport,CAK,Akron-Canton Regional Airport,41.9796,-87.90446,40.91631,-81.44247,1320,233,11.533333333333331,0.1765151515151515,17.65,0.1771909063372029,17.72,8.945513689346708,11.533333333333331,3.027121609798775,13.32,0,-0.4807777322333669,-0.31092885737228654
DTW-SFO,DTW,Detroit Metropolitan Airport,SFO,San Francisco International Airport,42.21206,-83.34884,37.619,-122.37484,1448,251,10.564226519337016,0.173342541436464,17.33,0.1741673688622921,17.42,9.812957441040933,10.564226519337016,2.772762865967721,13.32,0,-0.6062798864282799,-0.10066057937287101
